S.No,Theta1,Theta2,Theta3,X,Y,Z
1,23.672073700602496,1.1400429920910398,-10.19391121840983,0.2904591005465269,-0.4135964930227841,-0.765335455109148
2,-21.08581259115603,-16.762414919353773,27.101755265512537,0.28185478944021913,0.08374593987473644,-0.7945287597385067
3,18.057694918607815,-19.555052716731844,-0.8210787967267947,0.4305126283118057,-0.33772016621736467,-0.7340072722903195
4,24.75441675434714,10.393837248174805,-11.152710634116168,0.2100797032436525,-0.43242583788146155,-0.7774291123435402
5,-10.328557855753328,-8.188098999255033,27.416066246558067,0.19682566275618868,-0.033129685790128316,-0.849483404903652
6,6.232250713158884,-19.85547829051726,1.2466100019662356,0.42537823572980515,-0.22034086284917284,-0.7621087831800011
7,19.30336593895109,-6.887051535984021,22.45786817546184,0.2097949302300138,-0.38414343527490064,-0.8282472743379826
8,13.965687033484059,-10.894888124853644,7.542777315674286,0.3213506090015047,-0.3133871029164931,-0.8085860505249964
9,-3.9011225453895655,-6.209195027577149,-3.517517739870513,0.3277422854135498,-0.11324994362542506,-0.8060956222228136
10,6.857844933919239,-25.590463072286518,-7.291370222434512,0.49603594203993856,-0.21842097618122203,-0.6923150736092087
11,5.0402520384220395,-4.5005183569944265,1.9910607220234908,0.2877798931188071,-0.21393073874739132,-0.8288851944522453
12,-28.23853534213028,-22.019460563558823,1.8023702179785097,0.4407455044892348,0.11568295964967976,-0.6773006118789866
13,18.69924364531923,27.698429738392235,10.649039889431002,-0.06655596003784991,-0.3677296172542351,-0.8023277415945208
14,-8.190907689076091,-17.141696374390715,23.992172544129993,0.30103854692672805,-0.06186470335665288,-0.8300565748591198
15,-21.222428716275395,-18.602420344462967,-22.624637775224663,0.48520427520615256,0.020654507318958293,-0.627642097196119
16,-12.676945227688982,26.92416806543506,-19.262319152082092,0.09610782403627413,-0.014431547112435522,-0.8039699814517028
17,20.54557933132204,15.213051872156491,-14.498766364944547,0.1811035577479449,-0.3869740935316853,-0.7934139279498136
18,25.30886580565538,4.828634549286164,-14.734702584145332,0.2768148285526165,-0.42884593338975163,-0.75501739327591
